ALAL,19.97339117981411,-24.8229249434889,85.99307445340254,166,0.3431511424977953,0.43283499615430443,0.22401386134790024
ALAR,-20.303950059853744,-24.688124776024498,85.23907923491525,354,0.5712144113072389,0.37579009165111366,0.05299549704164742
CHL,26.258258920039715,-55.54281205819934,82.03893293762509,2895,0.494456105192254,0.3916544704339341,0.11388942437381187
CHR,-26.430101504286817,-55.536419746162665,81.95170204174555,11546,0.4015148852229614,-5.1264737264433e-15,0.5984851147770437
COL,-0.13095399508149985,-24.27503775608315,107.41784708385363,8444,0.08975528535642169,0.48801932178048757,0.42222539286309074
ENL,16.372759221147216,12.649178717496362,73.3188158720225,4254,0.6060782264207725,0.030892600351495516,0.36302917322773204
ENR,-16.962168409642878,12.52876477616907,73.14476324786585,11505,0.05551983898165824,0.8341304731427337,0.11034968787560806
EXL,50.207778510650726,14.351035805606882,62.17864969627906,4231,0.5196765710300668,0.17405556642805095,0.30626786254188215
EXR,-50.43506401284003,14.500523800524691,61.85951346724859,11494,0.3568990755292505,0.21077787940666493,0.4323230450640846
GB,0.3578871749679031,39.9693164965184,84.34438161316443,5146,0.05876879262895962,0.08894700257150055,0.8522842047995398
GN,0.8937909324146452,-100.10720658690195,87.58390611320266,3938,0.24564073655502555,0.3653435877489786,0.3890156756959959
LI,0.16748881510502886,-65.3293186545018,96.95638133262328,8014,0.008395003688060343,0.1830978967063689,0.8085070996055708
LIKONVEX,0.19182861386609248,-59.59291184948174,97.43703049469683,4422,0.05467306145952666,0.28819742635688533,0.657129512183588
LS,-0.20969061592697733,-46.509543509970875,99.41976124996484,7864,0.4580519331304328,0.473049710606617,0.06889835626295025
LSKONVEX,-0.1262905005593898,-48.87226452445486,99.0748255510652,8486,0.14281142741666208,0.8167079522324684,0.04048062035086952
ME,0.8162991669448412,-104.06708773891184,78.47380749707153,3944,0.23960124159318763,0.36984201573926057,0.3905567426675518
N,0.029706796080261742,20.823942395452093,84.76098159680805,4968,0.39238649742025433,0.5742253202035095,0.03338818237623618
OL,34.12127661655944,-2.951279157962994,74.52082399521562,4152,0.0940506123327802,0.6839626765144461,0.2219867111527737
OR,-34.564390664375566,-3.0771207747498073,74.40596197850829,7668,0.15403952228014836,0.7370543693156937,0.10890610840415796
PHL,6.466027273345364,-44.594550635670004,98.59172483783972,636,0.31639847011610317,0.6335739449171628,0.050027584966734054
PHR,-6.996161919206687,-44.749571252954944,98.40095296416514,7964,0.2795142367528385,0.5069960138744416,0.2134897493727199
POG,0.890010134909564,-87.0620717507959,93.31444543230454,3868,0.6092624318139582,0.12697887373465716,0.26375869445138467
PRN,-0.045902084021018974,-16.611821808307674,112.08089080577801,8420,0.0386917880766266,0.7522724825497192,0.20903572937365417
SM,0.4965718218390587,-73.17295301954962,91.80417711130389,5644,0.01456878343161025,0.8133436207460243,0.17208759582236546
SN,-0.07952265601755165,-30.270933892500302,97.29599072610337,8432,0.045931267007983834,0.6077861988762312,0.34628253411578497
SSP,-0.1350660939240313,-38.79593549902527,96.83892197062193,8438,0.06689277327399593,0.7805855562539259,0.15252167047207818
ZYGL,67.42962871067125,-4.2753465728571145,49.55267193954222,2,0.4297218075147714,0.15916520328602393,0.4111129891992047
ZYGR,-68.56549999649502,-5.2094420719617975,47.28605429136574,3295,0.6427867372833403,0.10447974797397952,0.25273351474268013
